cluster_name,theory_id,theory_name,paper_title,doi
"Cellular Senescence Theory",T019090,"FOSL2-driven inflammatory regulation theory of cellular aging in HepLPCs","Integration of ATAC-Seq and RNA-Seq reveals FOSL2 drives human liver progenitor-like cell aging by regulating inflammatory factors.",10.1186/s12864-023-09349-7
"Cellular Senescence Theory",T019142,"Cellular Senescence Theory of Aging and Osteoporosis","Independent Roles of Estrogen Deficiency and Cellular Senescence in the Pathogenesis of Osteoporosis: Evidence in Young Adult Mice and Older Humans.",10.1002/jbmr.3729
"Cellular Senescence Theory",T019156,"p53-mediated cellular senescence and organismal aging theory","p53 mutant mice that display early ageing-associated phenotypes.",10.1038/415045a
"Cellular Senescence Theory",T019188,"Cellular senescence theory of aging","Local senolysis in aged mice only partially replicates the benefits of systemic senolysis.",10.1172/JCI162519
"Cellular Senescence Theory",T019205,"Cellular Senescence Theory of Aging","Intermittent supplementation with fisetin improves arterial function in old mice by decreasing cellular senescence.",10.1111/acel.14060
"Cellular Senescence Theory",T019232,"Cellular Senescence Theory of Aging","IL-23R is a senescence-linked circulating and tissue biomarker of aging.",10.1038/s43587-024-00752-7
"Cellular Senescence Theory",T019302,"Cellular Senescence Theory of Aging","Cellular senescence in aging and age-related diseases: Implications for neurodegenerative diseases.",10.1016/bs.irn.2020.03.019
"Cellular Senescence Theory",T019322,"Cellular Senescence Theory of Aging","Stress; cell senescence and organismal ageing.",10.1016/j.mad.2017.07.001
"Cellular Senescence Theory",T019339,"Cellular Senescence Theory of Aging","Targeting Senescent Cells as Therapy for CKD.",10.34067/KID.0000000000000316
"Cellular Senescence Theory",T019360,"Cellular Senescence Theory of Aging","Aging and adipose tissue: potential interventions for diabetes and regenerative medicine.",10.1016/j.exger.2016.02.013
"Cellular Senescence Theory",T019370,"Cellular Senescence and Senescence-Associated Secretory Phenotype (SASP) Theory of Aging","MicroRNAs linking inflamm-aging; cellular senescence and cancer.",10.1016/j.arr.2013.05.001
"Cellular Senescence Theory",T019377,"Cellular Senescence Theory of Aging","Cellular senescence is a key mediator of lung aging and susceptibility to infection.",10.3389/fimmu.2022.1006710
"Cellular Senescence Theory",T019393,"Segmental Progeroid Syndromes as Models of Aging Mechanisms","Human progeroid syndromes; aging and cancer: new genetic and epigenetic insights into old questions.",10.1007/s00018-006-6349-3
"Cellular Senescence Theory",T019399,"Cellular Senescence Theory of Aging and Diabetes","Cellular senescence: at the nexus between ageing and diabetes.",10.1007/s00125-019-4934-x
"Cellular Senescence Theory",T019404,"Cellular Senescence Theory of Aging","Cellular senescence: its role in tumor suppression and aging.",10.1111/j.1349-7006.2009.01123.x
"Cellular Senescence Theory",T019410,"Noncanonical autophagy gene function in neuronal waste management and aging","Neuronal waste management: new roles for autophagy genes in the extrusion of protein aggregates and in longevity.",10.1080/15548627.2024.2322420
"Cellular Senescence Theory",T019440,"Cellular Senescence Theory of Aging","Targeting the SASP to combat ageing: Mitochondria as possible intracellular allies?",10.1002/bies.201600235
"Cellular Senescence Theory",T019457,"Cellular Senescence Theory of Aging","Cellular senescence in vivo: From cells to tissues to pathologies.",10.1016/j.mad.2020.111308
"Cellular Senescence Theory",T019463,"Postmitotic Neuronal Senescence as an Adaptive Proteotoxic Stress Response","Proteostasis failure and cellular senescence in long-term cultured postmitotic rat neurons.",10.1111/acel.13071
"Cellular Senescence Theory",T019465,"Cellular Senescence as a Metabolically Regulated Driver of Aging","From Ancient Pathways to Aging Cells-Connecting Metabolism and Cellular Senescence.",10.1016/j.cmet.2016.05.010
"Cellular Senescence Theory",T019471,"Cellular senescence and oxidative stress as causal drivers of systemic aging","The identification of zebrafish mutants showing alterations in senescence-associated biomarkers.",10.1371/journal.pgen.1000152
"Cellular Senescence Theory",T019477,"Autophagy Decline Theory of Aging","Regulation of the aging process by autophagy.",10.1016/j.molmed.2009.03.004
"Cellular Senescence Theory",T019492,"DNA Damage Response (DDR) and p53-mediated Aging Theory","Crosstalk between P53 and DNA damage response in ageing.",10.1016/j.dnarep.2019.05.004
"Cellular Senescence Theory",T019493,"Ink4/Arf locus anti-aging theory","Anti-aging activity of the Ink4/Arf locus.",10.1111/j.1474-9726.2009.00458.x
"Cellular Senescence Theory",T019499,"Cellular Senescence Theory of Aging and Cancer","Cellular aging and cancer.",10.1016/j.critrevonc.2010.07.011
"Cellular Senescence Theory",T019504,"Caveolin-1 Deficiency-Induced Stromal Aging and mTOR Hyperactivation Theory","Caveolin-1 and accelerated host aging in the breast tumor microenvironment: chemoprevention with rapamycin; an mTOR inhibitor and anti-aging drug.",10.1016/j.ajpath.2012.03.017
"Cellular Senescence Theory",T019532,"Cellular senescence as a causal driver of systemic aging","Mechanisms underlying T cell ageing.",10.1038/s41577-019-0180-1
"Cellular Senescence Theory",T019536,"Cellular Senescence Theory of Aging","Remodeling of chromatin structure in senescent cells and its potential impact on tumor suppression and aging.",10.1016/j.gene.2007.04.020
"Cellular Senescence Theory",T019586,"Cellular Senescence Theory of Aging","Cellular Senescence and Inflammaging in the Skin Microenvironment.",10.3390/ijms22083849
"Cellular Senescence Theory",T019596,"Cellular Senescence Theory of Aging","Innate immunity and cellular senescence: The good and the bad in the developmental and aged brain.",10.1002/JLB.3MR0118-003R
"Cellular Senescence Theory",T019630,"Cellular Senescence Theory of Aging","Living forever and dying in the attempt.",10.1016/j.exger.2003.09.003
"Cellular Senescence Theory",T019664,"Cellular Senescence Theory of Aging and Skeletal Aging","Skeletal Aging and Osteoporosis: Mechanisms and Therapeutics.",10.3390/ijms22073553
"Cellular Senescence Theory",T019698,"Neutrophil-mediated TelOxidation theory of cellular senescence","Neutrophils: mediating TelOxidation and senescence.",10.15252/embj.2021108164
"Cellular Senescence Theory",T019762,"Cellular Senescence Theory of Aging and Cancer","Is the secret for a successful aging to keep track of cancer pathways?",10.1002/jcp.26825
"Cellular Senescence Theory",T019770,"Cellular Senescence Theory of Aging","Hsp90 inhibitors as senolytic drugs to extend healthy aging.",10.1080/15384101.2018.1475828
"Cellular Senescence Theory",T019775,"Cellular Senescence Theory of Aging","Cellular senescence: a hitchhiker's guide.",10.1007/s13577-015-0110-x
"Cellular Senescence Theory",T019791,"p53 Context-Dependent Oxidative Stress Regulation Theory of Aging","p53; oxidative stress; and aging.",10.1089/ars.2010.3644
"Cellular Senescence Theory",T019793,"Cellular Senescence Theory of Aging","Transcriptomic Analysis of Cellular Senescence: One Step Closer to Senescence Atlas.",10.14348/molcells.2021.2239
"Cellular Senescence Theory",T019799,"Cellular Senescence Theory of Aging","Cellular senescence and the skeleton: pathophysiology and therapeutic implications.",10.1172/JCI154888
"Cellular Senescence Theory",T019806,"Cellular Senescence as a Causal Driver of Systemic Aging via Extracellular Vesicle-Mediated Communication","Cellular senescence contributes to age-dependent changes in circulating extracellular vesicle cargo and function.",10.1111/acel.13103
"Cellular Senescence Theory",T019822,"Replicative Senescence Theory of Aging","The role of CD8+ T-cell replicative senescence in human aging.",10.1111/j.0105-2896.2005.00259.x
"Cellular Senescence Theory",T019839,"Senescence-Associated Heterochromatin Foci (SAHF) Theory in Aging","Aging by epigenetics--a consequence of chromatin damage?",10.1016/j.yexcr.2008.02.023
"Cellular Senescence Theory",T019891,"Cellular Senescence Theory of Aging","Markers of 'cell senescence'.",10.1016/s0047-6374(98)00087-6
"Cellular Senescence Theory",T019904,"p16INK4a-mediated cellular senescence theory of aging","p16INK4a induces an age-dependent decline in islet regenerative potential.",10.1038/nature05092
"Cellular Senescence Theory",T019908,"Replicative Senescence Theory of Aging","Replicative senescence of T cells: does the Hayflick Limit lead to immune exhaustion?",10.1016/s0167-5699(97)01079-7
"Cellular Senescence Theory",T019919,"Cellular Senescence Theory of Aging","Vascular senescence and aging: mechanisms; clinical implications; and therapeutic prospects.",10.1007/s10522-025-10256-5
"Cellular Senescence Theory",T019940,"p53 hyperactivity theory of aging","Aging-associated truncated form of p53 interacts with wild-type p53 and alters p53 stability; localization; and activity.",10.1016/j.mad.2007.10.011
"Cellular Senescence Theory",T019961,"Cellular Senescence Theory of Aging","p53 regulated senescence mechanism and role of its modulators in age-related disorders.",10.1016/j.bcp.2021.114651
"Cellular Senescence Theory",T019962,"Cellular Senescence Theory of Vascular Aging and Calcification","Age-associated arterial calcification: the current pursuit of aggravating and mitigating factors.",10.1097/MOL.0000000000000703
"Cellular Senescence Theory",T019986,"Cellular senescence and Nox4-driven bioenergetic dysfunction theory of aging","Mesenchymal stromal cell aging impairs the self-organizing capacity of lung alveolar epithelial stem cells.",10.7554/eLife.68049
"Cellular Senescence Theory",T020002,"Cellular Senescence Immunoevasion Theory","Targetable mechanisms driving immunoevasion of persistent senescent cells link chemotherapy-resistant cancer to aging.",10.1172/jci.insight.124716
"Cellular Senescence Theory",T020008,"Lamin B1-regulated chromatin reconfiguration theory of cellular senescence and aging","Lamin B1 depletion in senescent cells triggers large-scale changes in gene expression and the chromatin landscape.",10.1101/gad.223834.113
"Cellular Senescence Theory",T020009,"DNA Damage Response (DDR)-Induced Neuronal Senescence Theory","The DNA Damage Response in Neurons: Die by Apoptosis or Survive in a Senescence-Like State?",10.3233/JAD-161221
"Cellular Senescence Theory",T020034,"Cellular Senescence Theory of Aging","Ageing; Cellular Senescence and Neurodegenerative Disease.",10.3390/ijms19102937
"Cellular Senescence Theory",T020043,"Cellular Senescence and DNA Damage Response (DDR) Pathway Theory of Aging and Cancer Balance","Balancing Between Aging and Cancer: Molecular Genetics Meets Traditional Chinese Medicine.",10.1002/jcb.25898
"Cellular Senescence Theory",T020047,"Cellular Senescence Theory of Placental Ageing","The role of cellular senescence in ageing of the placenta.",10.1016/j.placenta.2017.01.116
"Cellular Senescence Theory",T020054,"Cellular Senescence Theory of Aging and Alzheimer's Disease","A geroscience motivated approach to treat Alzheimer's disease: Senolytics move to clinical trials.",10.1016/j.mad.2021.111589
"Cellular Senescence Theory",T020077,"Cellular Senescence Theory of Aging","Cellular senescence; an unpopular yet trustworthy tumor suppressor mechanism.",10.1111/j.1349-7006.2003.tb01382.x
"Cellular Senescence Theory",T020078,"Accelerated Aging Theory of COPD Pathogenesis","Accelerated lung aging: a novel pathogenic mechanism of chronic obstructive pulmonary disease (COPD).",10.1042/BST0370819
"Cellular Senescence Theory",T020089,"Suppression of canonical SASP as a mechanism for healthy aging and longevity in Spalax","Downregulation of the inflammatory network in senescent fibroblasts and aging tissues of the long-lived and cancer-resistant subterranean wild rodent; Spalax.",10.1111/acel.13045
"Cellular Senescence Theory",T020095,"Cellular Senescence Theory of Aging","p63: a new link between senescence and aging.",10.4161/cc.5.3.2415
"Cellular Senescence Theory",T020098,"Cellular Senescence Theory of Aging","Metabolic features and regulation in cell senescence.",10.5483/BMBRep.2019.52.1.291
"Cellular Senescence Theory",T020142,"Cellular Senescence Theory of Aging","Recent Advances in Aging and Immunosenescence: Mechanisms and Therapeutic Strategies.",10.3390/cells14070499
"Cellular Senescence Theory",T020153,"Cellular Senescence Theory of Aging","Strategies for Targeting Senescent Cells in Human Disease.",10.1038/s43587-021-00121-8
"Cellular Senescence Theory",T020165,"Cellular Senescence Theory of Aging","Cellular senescence: a view throughout organismal life.",10.1007/s00018-018-2879-8
"Cellular Senescence Theory",T020185,"Autophagy Decline Theory of Cardiac Aging","Aging and Autophagy in the Heart.",10.1161/CIRCRESAHA.116.307474
"Cellular Senescence Theory",T020195,"Cellular senescence theory of aging osteoblast dysfunction","Senescence-associated intrinsic mechanisms of osteoblast dysfunctions.",10.1111/j.1474-9726.2011.00669.x
"Cellular Senescence Theory",T020206,"Cellular Senescence Theory of Aging","Antisenescence therapies for age-related bone loss: Target factors; medicines; biomedical materials.",10.1002/ctm2.70350
"Cellular Senescence Theory",T020248,"Autophagy Decline Theory of Aging","Morphological and biochemical studies on aging and autophagy.",10.1016/j.arr.2011.09.001
"Cellular Senescence Theory",T020253,"Replicative Senescence of CD8+ T Cells as a Driver of Immunosenescence","Increased expression of NK cell markers on T lymphocytes in aging and chronic activation of the immune system reflects the accumulation of effector/senescent T cells.",10.1016/s0047-6374(00)00199-8
"Cellular Senescence Theory",T020265,"Cellular Senescence Theory of Aging","In search of nutritional anti-aging targets: TOR inhibitors; SASP modulators; and BCL-2 family suppressors.",10.1016/j.nut.2019.01.020
"Cellular Senescence Theory",T020272,"Cellular Senescence Theory of Aging","Turning back time with emerging rejuvenation strategies.",10.1038/s41556-018-0206-0
"Cellular Senescence Theory",T020283,"Cellular Senescence as a Causal Driver of Aging via miR-96-5p Induction and SIN3B Corepressor Complex Suppression","miR-96-5p expression is sufficient to induce and maintain the senescent cell fate in the absence of stress.",10.1073/pnas.2321182121
"Cellular Senescence Theory",T020286,"Cellular Senescence Theory of Aging","Uncoupling the senescent phenotype from telomere shortening in hydrogen peroxide-treated fibroblasts.",10.1006/excr.2001.5182
"Cellular Senescence Theory",T020305,"Cellular Senescence Theory of Aging","The functional impact of nuclear reorganization in cellular senescence.",10.1093/bfgp/elab012
"Cellular Senescence Theory",T020329,"Cellular Senescence Theory of Aging","Bridging the gap: ageing; pharmacokinetics and pharmacodynamics.",10.1211/0022357056163
"Cellular Senescence Theory",T020359,"Stress-Induced Premature Senescence (SIPS) Theory","Stress-induced premature senescence and tissue ageing.",10.1016/s0006-2952(02)01170-x
"Cellular Senescence Theory",T020372,"Mitotic Misregulation Theory of Aging","Mitotic misregulation and human aging.",10.1126/science.287.5462.2486
"Cellular Senescence Theory",T020380,"Clonal Exhaustion Theory of Immunosenescence","Cell proliferation and apoptosis in the immune system in the elderly.",10.1385/IR:21:1:31
"Cellular Senescence Theory",T020393,"Cellular Senescence Theory of Aging in Atherosclerosis","Ageing induced vascular smooth muscle cell senescence in atherosclerosis.",10.1113/JP270923
"Cellular Senescence Theory",T020412,"Cellular Senescence Theory of Aging","Cellular senescence and senolytics: the path to the clinic.",10.1038/s41591-022-01923-y
"Cellular Senescence Theory",T020420,"Cellular Senescence Theory of Aging","Advances and challenges in geroscience research: An update.",10.1556/2060.105.2018.4.32
"Cellular Senescence Theory",T020450,"Cellular Senescence Theory of Aging","Regulation of cell function and identity by cellular senescence.",10.1083/jcb.202401112
"Cellular Senescence Theory",T020465,"Cellular Senescence Theory of Aging","Is exercise a senolytic medicine? A systematic review.",10.1111/acel.13294
"Cellular Senescence Theory",T020481,"Cellular senescence as a causal driver of systemic aging via DNA damage response","DNA damage response and cellular senescence in tissues of aging mice.",10.1111/j.1474-9726.2009.00481.x
"Cellular Senescence Theory",T020486,"Cellular Senescence Theory of Aging","The Molecular Mechanisms in Senescent Cells Induced by Natural Aging and Ionizing Radiation.",10.3390/cells13060550
"Cellular Senescence Theory",T020488,"Cellular Senescence Theory of Accelerated Aging in Preeclampsia","Women With a History of Preeclampsia Exhibit Accelerated Aging and Unfavorable Profiles of Senescence Markers.",10.1161/HYPERTENSIONAHA.123.22250
"Cellular Senescence Theory",T020496,"Cellular Senescence Theory of Aging","Secretion of microvesicular miRNAs in cellular and organismal aging.",10.1016/j.exger.2012.11.017
"Cellular Senescence Theory",T020511,"Cellular Senescence Theory of Aging","Chimeric Antigen Receptor Cell Therapy: Current Status and Its Potential in Aging and Alzheimer's Disease.",10.3390/ijms26189009
"Cellular Senescence Theory",T020519,"Cellular Senescence Theory of Aging","Stressing the cell cycle in senescence and aging.",10.1016/j.ceb.2013.07.005
"Cellular Senescence Theory",T020523,"Cellular Senescence Theory of Aging","Mixing old and young: enhancing rejuvenation and accelerating aging.",10.1172/JCI123946
"Cellular Senescence Theory",T020552,"Cellular senescence as a causal driver of immunosenescence under chronic antigenic stress","Gene expression changes in long-term culture of T-cell clones: genomic effects of chronic antigenic stress in aging and immunosenescence.",10.1111/j.1474-9726.2007.00269.x
"Cellular Senescence Theory",T020576,"Cellular Senescence Theory of Aging and Neurodegeneration","Cellular senescence and Alzheimer disease: the egg and the chicken scenario.",10.1038/s41583-020-0325-z
"Cellular Senescence Theory",T020586,"Cellular Senescence Theory of Aging","Understanding cellular senescence: pathways involved; therapeutics and longevity aiding.",10.1080/15384101.2023.2287929
"Cellular Senescence Theory",T020605,"Cellular Senescence as a Causal Driver of Systemic Aging in Werner's Syndrome","A model for the phenotypic presentation of Werner's syndrome.",10.1016/s0531-5565(01)00194-2
"Cellular Senescence Theory",T020608,"Cellular Senescence Theory of Aging","Identification of HSP90 inhibitors as a novel class of senolytics.",10.1038/s41467-017-00314-z
"Cellular Senescence Theory",T020620,"Replicative Senescence as a Fibroblast-to-Myofibroblast Transition (FMT)-like Process","Novel insights from a multiomics dissection of the Hayflick limit.",10.7554/eLife.70283
"Cellular Senescence Theory",T020633,"Cellular Senescence as a Causal Driver of Systemic Aging via Telomere Shortening in Obstructive Sleep Apnea","Obstructive Sleep Apnea as an Acceleration Trigger of Cellular Senescence Processes through Telomere Shortening.",10.3390/ijms222212536
"Cellular Senescence Theory",T020659,"Cellular Senescence and Senescence-Associated Secretory Phenotype (SASP) Theory of Aging","Inflammatory networks during cellular senescence: causes and consequences.",10.1016/j.molmed.2010.03.003
"Cellular Senescence Theory",T020682,"Cellular Senescence as a Driver of Systemic Aging via Dysregulated Nutrient Sensing and mTORC1-Autophagy Axis","Nutrient sensing; growth and senescence.",10.1111/febs.14400
"Cellular Senescence Theory",T020713,"Autophagy and Phagocytosis Decline Theory of Brain Aging","The Critical Role of Autophagy and Phagocytosis in the Aging Brain.",10.3390/ijms26010057
"Cellular Senescence Theory",T020722,"p53 codon 72 SNP modulation of aging and longevity theory","A polymorphism in the tumor suppressor p53 affects aging and longevity in mouse models.",10.7554/eLife.34701
"Cellular Senescence Theory",T020725,"Stress Hormone-Induced Premature Cellular Senescence (SIPS) Theory","Stress Hormones: Unveiling the Role in Accelerated Cellular Senescence.",10.14336/AD.2024.0262
"Cellular Senescence Theory",T020727,"Cellular Senescence Theory of Aging with Emphasis on p21-Dependent Senescence","The role of p21 in cellular senescence and aging-related diseases.",10.1016/j.mocell.2024.100113
"Cellular Senescence Theory",T020734,"DNA Damage Response-Induced Cellular Senescence-Like Phenotype in Postmitotic Neurons","Postmitotic neurons develop a p21-dependent senescence-like phenotype driven by a DNA damage response.",10.1111/j.1474-9726.2012.00870.x
"Cellular Senescence Theory",T020737,"Cellular Senescence Theory of Vascular Aging","Mechanisms of Vascular Aging; A Geroscience Perspective: JACC Focus Seminar.",10.1016/j.jacc.2019.11.061
"Cellular Senescence Theory",T020754,"Programmed Cellular Senescence Theory (Hayflick Limit)","Normal aging and human physiology.",10.1055/s-2008-1064065
"Cellular Senescence Theory",T020775,"Cellular Senescence Theory of Aging","Survey of senescent cell markers with age in human tissues.",10.18632/aging.102903
"Cellular Senescence Theory",T020784,"Cellular senescence theory of aging mediated by neural cell senescence via PP2A decline","Protein phosphatase 2A activators reverse age-related behavioral changes by targeting neural cell senescence.",10.1111/acel.13780
"Cellular Senescence Theory",T020790,"Cellular Senescence Theory of Aging","The life and times of cellular senescence in skeletal muscle: friend or foe for homeostasis and adaptation?",10.1152/ajpcell.00553.2022
"Cellular Senescence Theory",T020815,"Somatic Replicative Senescence in Clonal Colonial Metazoans","Telomerase deficiency in a colonial ascidian after prolonged asexual propagation.",10.1002/jez.b.21399
"Cellular Senescence Theory",T020818,"Cellular Senescence Theory of Aging","Cellular Senescence as a Therapeutic Target for Age-Related Diseases: A Review.",10.1007/s12325-020-01287-0
"Cellular Senescence Theory",T020824,"Cellular Senescence Theory of Aging","Senescent Cells Contribute to the Physiological Remodeling of Aged Lungs.",10.1093/gerona/glu241
"Cellular Senescence Theory",T020828,"Cellular Senescence Theory of Aging","Senolytic targets and new strategies for clearing senescent cells.",10.1016/j.mad.2021.111468
"Cellular Senescence Theory",T020839,"Cellular Senescence Theory of Aging","Are immunosenescent T cells really senescent?",10.1111/acel.14300
"Cellular Senescence Theory",T020848,"Cellular Senescence Theory of Aging","Review: a meta-analysis of GWAS and age-associated diseases.",10.1111/j.1474-9726.2012.00871.x
"Cellular Senescence Theory",T020886,"p53 tumor suppressor as a longevity assurance and aging regulator theory","Using mice to examine p53 functions in cancer; aging; and longevity.",10.1101/cshperspect.a001081
"Cellular Senescence Theory",T020898,"Replicative Senescence Theory of Immune Aging","In vitro senescence of immune cells.",10.1016/j.exger.2003.09.004
"Cellular Senescence Theory",T020900,"Cellular Senescence Theory of Aging","Are there roles for brain cell senescence in aging and neurodegenerative disorders?",10.1007/s10522-014-9532-1
"Cellular Senescence Theory",T020907,"Cellular Senescence Theory of Aging","A tale of the good and bad: Cell senescence in bone homeostasis and disease.",10.1016/bs.ircmb.2019.03.005
"Cellular Senescence Theory",T020913,"Cellular senescence-driven transcriptional fidelity loss theory","Spurious intragenic transcription is a feature of mammalian cellular senescence and tissue aging.",10.1038/s43587-023-00384-3
"Cellular Senescence Theory",T020914,"Cellular Senescence Theory of Aging","Cellular senescence in aging primates.",10.1126/science.1122446
"Cellular Senescence Theory",T020950,"Cellular stress-senescence pathway theory of psychosocial stress-induced aging","Relationship closeness buffers the effects of perceived stress on transcriptomic indicators of cellular stress and biological aging marker p16<sup>INK4a</sup>.",10.18632/aging.103739
"Cellular Senescence Theory",T020953,"Cellular Senescence Theory of Aging","[The role of immunosenescence and inflammaging in aging-associated diseases].",10.5281/zenodo.12668114
"Cellular Senescence Theory",T020967,"Replicative Senescence as a Driver of Organismal Aging","Deconstructing heterogeneity of replicative senescence in human mesenchymal stem cells at single cell resolution.",10.1007/s11357-023-00829-y
"Cellular Senescence Theory",T021016,"Replicative Cellular Senescence Theory of Aging","Aging Fits the Disease Criteria of the International Classification of Diseases.",10.1016/j.mad.2020.111230
"Cellular Senescence Theory",T021032,"Cellular Senescence Theory of Aging","Cell senescence in neuropathology: A focus on neurodegeneration and tumours.",10.1111/nan.12689
"Cellular Senescence Theory",T021046,"Cellular Senescence Theory of Aging","Roles and mechanisms of cellular senescence in regulation of tissue homeostasis.",10.1111/cas.12118
"Cellular Senescence Theory",T021047,"Cellular Senescence Theory of Aging","Cellular senescence in development; regeneration and disease.",10.1242/dev.151837
"Cellular Senescence Theory",T021063,"Cellular Senescence Theory of Aging with Distinction of SASP as a Damage-Response Phenotype","Tumor suppressor and aging biomarker p16(INK4a) induces cellular senescence without the associated inflammatory secretory phenotype.",10.1074/jbc.M111.257071
"Cellular Senescence Theory",T021079,"Cellular Senescence Theory of Aging","Senescence and the SASP: many therapeutic avenues.",10.1101/gad.343129.120
"Cellular Senescence Theory",T021093,"Cellular senescence spread as a controlled mechanism limiting systemic aging","Modelling the dynamics of senescence spread.",10.1111/acel.13892
"Cellular Senescence Theory",T021099,"Endothelial Cell Senescence as a Causal Driver of Systemic Aging and Metabolic Dysfunction","Endothelial progeria induces adipose tissue senescence and impairs insulin sensitivity through senescence associated secretory phenotype.",10.1038/s41467-020-14387-w
"Cellular Senescence Theory",T021105,"Replicative Senescence Theory of Aging and Cancer","Aging and cancer: the double-edged sword of replicative senescence.",10.1111/j.1532-5415.1997.tb05175.x
"Cellular Senescence Theory",T021138,"Cell Cycle Control and Tissue Repair Theory of Aging","Human genetic variations: Beacons on the pathways to successful ageing.",10.1016/j.mad.2009.06.009
"Cellular Senescence Theory",T021155,"Cellular Senescence and Immortality Transition Theory in Hepatocellular Carcinogenesis","Genome-wide transcriptional reorganization associated with senescence-to-immortality switch during human hepatocellular carcinogenesis.",10.1371/journal.pone.0064016
"Cellular Senescence Theory",T021164,"Cellular Senescence Theory of Aging","Bcl-xL as a Modulator of Senescence and Aging.",10.3390/ijms22041527
"Cellular Senescence Theory",T021173,"Cellular Senescence as a Causal Driver of Systemic Aging","Systemic induction of senescence in young mice after single heterochronic blood exchange.",10.1038/s42255-022-00609-6
"Cellular Senescence Theory",T021188,"Cellular Senescence Theory of Aging","[Principles of biological aging].",10.1007/s00391-015-0857-4
"Cellular Senescence Theory",T021242,"Telomeric DNA Damage-Induced Cellular Senescence Theory","Irreparable telomeric DNA damage and persistent DDR signalling as a shared causative mechanism of cellular senescence and ageing.",10.1016/j.gde.2014.06.009
"Cellular Senescence Theory",T021254,"Cellular Senescence Theory of Aging","The impact of cellular senescence in skin ageing: A notion of mosaic and therapeutic strategies.",10.1016/j.bcp.2017.04.011
"Cellular Senescence Theory",T021255,"Cellular Senescence as a Causal Driver of Systemic Aging via MORF 4 and MRG Family Genes","Identification of a gene that reverses the immortal phenotype of a subset of cells and is a member of a novel family of transcription factor-like genes.",10.1128/MCB.19.2.1479
"Cellular Senescence Theory",T021258,"PLA2R1-mediated tumor suppression via ROS-Rb-PARP1 pathway","PLA2R1 promotes DNA damage and inhibits spontaneous tumor formation during aging.",10.1038/s41419-021-03468-3
"Cellular Senescence Theory",T021272,"Cellular senescence theory of aging mediated by IGF-I via ROS-p53 pathway","IGF-I enhances cellular senescence via the reactive oxygen species-p53 pathway.",10.1016/j.bbrc.2012.07.140
"Cellular Senescence Theory",T021273,"Cellular Senescence Theory of Aging","Extracellular Vesicles as New Players in Cellular Senescence.",10.3390/ijms17091408
"Cellular Senescence Theory",T021307,"Autophagy Decline Theory of Aging","Molecular Mechanisms of Autophagy Decline during Aging.",10.3390/cells13161364
"Cellular Senescence Theory",T021319,"Cellular Senescence Theory of Aging","Senescent cells; tumor suppression; and organismal aging: good citizens; bad neighbors.",10.1016/j.cell.2005.02.003
"Cellular Senescence Theory",T021320,"Senescent Cell (SC) Accumulation and Inflammaging Theory","Aging of mice is associated with p16(Ink4a)- and β-galactosidase-positive macrophage accumulation that can be induced in young mice by senescent cells.",10.18632/aging.100991
"Cellular Senescence Theory",T021345,"Cellular senescence theory of aging mediated by p16INK4a","Increasing p16INK4a expression decreases forebrain progenitors and neurogenesis during ageing.",10.1038/nature05091
"Cellular Senescence Theory",T021352,"Cellular Senescence Theory of Aging with Skin as a Systemic Aging Trigger","Skin senescence: mechanisms and impact on whole-body aging.",10.1016/j.molmed.2021.12.003
"Cellular Senescence Theory",T021365,"Cellular Senescence Theory of Aging","Aging and reprogramming: a two-way street.",10.1016/j.ceb.2012.10.004
"Cellular Senescence Theory",T021369,"Cellular Senescence Theory of Aging","Mitochondria and cellular senescence: Implications for musculoskeletal ageing.",10.1016/j.freeradbiomed.2018.10.417
"Cellular Senescence Theory",T021380,"Cellular Senescence Theory of Aging","Cellular senescence: Molecular mechanisms and pathogenicity.",10.1002/jcp.26956
"Cellular Senescence Theory",T021381,"Cellular Senescence Theory of Aging","Cellular senescence and the aging brain.",10.1016/j.exger.2014.09.018
"Cellular Senescence Theory",T021396,"Cellular Senescence Theory of Aging","Senotherapy: growing old and staying young?",10.1007/s00424-017-1972-4
"Cellular Senescence Theory",T021409,"Cellular Senescence as a Causal Driver of Systemic Aging","The consequences of ageing; progeroid syndromes and cellular senescence on mechanotransduction and the nucleus.",10.1016/j.yexcr.2019.03.002
"Cellular Senescence Theory",T021438,"Autophagy Stimulation Theory of Aging","The anti-ageing effects of caloric restriction may involve stimulation of macroautophagy and lysosomal degradation; and can be intensified pharmacologically.",10.1016/s0753-3322(03)00048-9
"Cellular Senescence Theory",T021449,"Replicative senescence theory of cellular aging","Resistance to apoptosis in human CD8+ T cells that reach replicative senescence after multiple rounds of antigen-specific proliferation.",10.1016/s0531-5565(99)00033-9
"Cellular Senescence Theory",T021450,"Cellular Senescence Theory of Aging","Molecular aspects of the relationship between cancer and aging: tumor suppressor activity during cellular senescence.",10.1016/s0531-5565(97)00086-7
"Cellular Senescence Theory",T021468,"Cellular Senescence Theory of Aging","Cellular senescence as a potential mediator of COVID-19 severity in the elderly.",10.1111/acel.13237
"Cellular Senescence Theory",T021471,"Cellular senescence theory of aging with H2A.J-mediated SASP regulation","Histone variant H2A.J accumulates in senescent cells and promotes inflammatory gene expression.",10.1038/ncomms14995
